#miRNA	read_count	precursor	total	seq	seq(norm)
mmu-miR-350-3p	0.00	mmu-mir-350	0.00	0	0
mmu-miR-351-5p	0.00	mmu-mir-351	0.00	0	0
mmu-miR-351-3p	0.00	mmu-mir-351	0.00	0	0
mmu-miR-3535	2.00	mmu-mir-3535	2.00	2.00	615.01
mmu-miR-3544-5p	0.00	mmu-mir-3544	0.00	0	0
mmu-miR-3544-3p	0.00	mmu-mir-3544	0.00	0	0
mmu-miR-3547-5p	0.00	mmu-mir-3547	0.00	0	0
mmu-miR-3547-3p	0.00	mmu-mir-3547	0.00	0	0
mmu-miR-3552	0.00	mmu-mir-3552	0.00	0	0
mmu-miR-3569-5p	0.00	mmu-mir-3569	0.00	0	0
mmu-miR-3569-3p	0.00	mmu-mir-3569	0.00	0	0
mmu-miR-3572-5p	0.00	mmu-mir-3572	0.00	0	0
mmu-miR-3572-3p	0.00	mmu-mir-3572	0.00	0	0
mmu-miR-361-5p	0.00	mmu-mir-361	0.00	0	0
mmu-miR-361-3p	0.00	mmu-mir-361	0.00	0	0
mmu-miR-3618-5p	0.00	mmu-mir-3618	0.00	0	0
mmu-miR-3618-3p	0.00	mmu-mir-3618	0.00	0	0
mmu-miR-362-5p	0.00	mmu-mir-362	0.00	0	0
mmu-miR-362-3p	0.00	mmu-mir-362	0.00	0	0
mmu-miR-3620-5p	0.00	mmu-mir-3620	0.00	0	0
mmu-miR-3620-3p	0.00	mmu-mir-3620	0.00	0	0
mmu-miR-363-5p	0.00	mmu-mir-363	0.00	0	0
mmu-miR-363-3p	0.00	mmu-mir-363	0.00	0	0
mmu-miR-365-1-5p	0.00	mmu-mir-365-1	0.00	0	0
mmu-miR-365-3p	0.00	mmu-mir-365-1	0.00	0	0
mmu-miR-365-3p	0.00	mmu-mir-365-2	0.00	0	0
mmu-miR-365-2-5p	0.00	mmu-mir-365-2	0.00	0	0
mmu-miR-367-5p	0.00	mmu-mir-367	0.00	0	0
mmu-miR-367-3p	0.00	mmu-mir-367	0.00	0	0
mmu-miR-369-5p	0.00	mmu-mir-369	0.00	0	0
mmu-miR-369-3p	1.00	mmu-mir-369	1.00	1.00	307.50
mmu-miR-370-5p	0.00	mmu-mir-370	0.00	0	0
mmu-miR-370-3p	0.00	mmu-mir-370	0.00	0	0
mmu-miR-374b-5p	0.00	mmu-mir-374b	0.00	0	0
mmu-miR-374b-3p	0.00	mmu-mir-374b	0.00	0	0
mmu-miR-374c-5p	0.00	mmu-mir-374c	0.00	0	0
mmu-miR-374c-3p	0.00	mmu-mir-374c	0.00	0	0
mmu-miR-375-5p	0.00	mmu-mir-375	0.00	0	0
mmu-miR-375-3p	0.00	mmu-mir-375	0.00	0	0
mmu-miR-376a-5p	0.00	mmu-mir-376a	0.00	0	0
mmu-miR-376a-3p	0.00	mmu-mir-376a	0.00	0	0
mmu-miR-376b-5p	0.00	mmu-mir-376b	0.00	0	0
mmu-miR-376b-3p	0.00	mmu-mir-376b	0.00	0	0
mmu-miR-376c-5p	0.00	mmu-mir-376c	0.00	0	0
mmu-miR-376c-3p	0.00	mmu-mir-376c	0.00	0	0
mmu-miR-377-5p	0.00	mmu-mir-377	0.00	0	0
mmu-miR-377-3p	0.00	mmu-mir-377	0.00	0	0
mmu-miR-378a-5p	0.00	mmu-mir-378a	0.00	0	0
mmu-miR-378a-3p	0.00	mmu-mir-378a	0.00	0	0
mmu-miR-378b	0.00	mmu-mir-378b	0.00	0	0
mmu-miR-378c	0.00	mmu-mir-378c	0.00	0	0
mmu-miR-378d	0.00	mmu-mir-378d	0.00	0	0
mmu-miR-379-5p	0.00	mmu-mir-379	0.00	0	0
mmu-miR-379-3p	0.00	mmu-mir-379	0.00	0	0
mmu-miR-380-5p	0.00	mmu-mir-380	0.00	0	0
mmu-miR-380-3p	0.00	mmu-mir-380	0.00	0	0
mmu-miR-381-5p	0.00	mmu-mir-381	0.00	0	0
mmu-miR-381-3p	0.00	mmu-mir-381	0.00	0	0
mmu-miR-382-5p	0.00	mmu-mir-382	0.00	0	0
mmu-miR-382-3p	0.00	mmu-mir-382	0.00	0	0
mmu-miR-383-5p	0.00	mmu-mir-383	0.00	0	0
mmu-miR-383-3p	0.00	mmu-mir-383	0.00	0	0
mmu-miR-384-5p	0.00	mmu-mir-384	0.00	0	0
mmu-miR-384-3p	0.00	mmu-mir-384	0.00	0	0
mmu-miR-3960	0.00	mmu-mir-3960	0.00	0	0
mmu-miR-3961	0.00	mmu-mir-3961	0.00	0	0
mmu-miR-3962	0.00	mmu-mir-3962	0.00	0	0
mmu-miR-3963	0.00	mmu-mir-3963	0.00	0	0
mmu-miR-3964	0.00	mmu-mir-3964	0.00	0	0
mmu-miR-3965	0.00	mmu-mir-3965	0.00	0	0
mmu-miR-3966	0.00	mmu-mir-3966	0.00	0	0
mmu-miR-3967	0.00	mmu-mir-3967	0.00	0	0
mmu-miR-3968	4.00	mmu-mir-3968	4.00	4.00	1230.01
mmu-miR-3969	0.00	mmu-mir-3969	0.00	0	0
mmu-miR-3970	0.00	mmu-mir-3970	0.00	0	0
mmu-miR-3971	0.00	mmu-mir-3971	0.00	0	0
mmu-miR-409-5p	0.00	mmu-mir-409	0.00	0	0
mmu-miR-409-3p	0.00	mmu-mir-409	0.00	0	0
mmu-miR-410-5p	0.00	mmu-mir-410	0.00	0	0
mmu-miR-410-3p	0.00	mmu-mir-410	0.00	0	0
mmu-miR-411-5p	5.00	mmu-mir-411	5.00	5.00	1537.52
mmu-miR-411-3p	0.00	mmu-mir-411	0.00	0	0
mmu-miR-412-5p	0.00	mmu-mir-412	0.00	0	0
mmu-miR-412-3p	0.00	mmu-mir-412	0.00	0	0
mmu-miR-421-5p	0.00	mmu-mir-421	0.00	0	0
mmu-miR-421-3p	0.00	mmu-mir-421	0.00	0	0
mmu-miR-423-5p	3.00	mmu-mir-423	3.00	3.00	922.51
mmu-miR-423-3p	0.00	mmu-mir-423	0.00	0	0
mmu-miR-425-5p	0.00	mmu-mir-425	0.00	0	0
mmu-miR-425-3p	0.00	mmu-mir-425	0.00	0	0
mmu-miR-429-5p	0.00	mmu-mir-429	0.00	0	0
mmu-miR-429-3p	0.00	mmu-mir-429	0.00	0	0
mmu-miR-431-5p	0.00	mmu-mir-431	0.00	0	0
mmu-miR-431-3p	0.00	mmu-mir-431	0.00	0	0
mmu-miR-432	0.00	mmu-mir-432	0.00	0	0
mmu-miR-433-5p	0.00	mmu-mir-433	0.00	0	0
mmu-miR-433-3p	0.00	mmu-mir-433	0.00	0	0
mmu-miR-434-5p	0.00	mmu-mir-434	0.00	0	0
mmu-miR-434-3p	0.00	mmu-mir-434	0.00	0	0
mmu-miR-448-5p	0.00	mmu-mir-448	0.00	0	0
mmu-miR-448-3p	0.00	mmu-mir-448	0.00	0	0
mmu-miR-449a-5p	0.00	mmu-mir-449a	0.00	0	0
mmu-miR-449a-3p	0.00	mmu-mir-449a	0.00	0	0
mmu-miR-449b	0.00	mmu-mir-449b	0.00	0	0
mmu-miR-449c-5p	0.00	mmu-mir-449c	0.00	0	0
mmu-miR-449c-3p	0.00	mmu-mir-449c	0.00	0	0
mmu-miR-450a-5p	1.00	mmu-mir-450a-1	1.00	1.00	307.50
mmu-miR-450a-1-3p	0.00	mmu-mir-450a-1	0.00	0	0
mmu-miR-450a-5p	1.00	mmu-mir-450a-2	1.00	1.00	307.50
mmu-miR-450a-2-3p	0.00	mmu-mir-450a-2	0.00	0	0
mmu-miR-450b-5p	0.00	mmu-mir-450b	0.00	0	0
mmu-miR-450b-3p	0.00	mmu-mir-450b	0.00	0	0
mmu-miR-451a	0.00	mmu-mir-451a	0.00	0	0
mmu-miR-451b	0.00	mmu-mir-451b	0.00	0	0
mmu-miR-452-5p	0.00	mmu-mir-452	0.00	0	0
mmu-miR-452-3p	0.00	mmu-mir-452	0.00	0	0
mmu-miR-453	0.00	mmu-mir-453	0.00	0	0
mmu-miR-455-5p	0.00	mmu-mir-455	0.00	0	0
mmu-miR-455-3p	15.00	mmu-mir-455	15.00	15.00	4612.55
mmu-miR-463-5p	0.00	mmu-mir-463	0.00	0	0
mmu-miR-463-3p	0.00	mmu-mir-463	0.00	0	0
mmu-miR-465a-5p	0.00	mmu-mir-465a	0.00	0	0
mmu-miR-465a-3p	0.00	mmu-mir-465a	0.00	0	0
mmu-miR-465b-5p	0.00	mmu-mir-465b-1	0.00	0	0
mmu-miR-465b-3p	0.00	mmu-mir-465b-1	0.00	0	0
mmu-miR-465b-5p	0.00	mmu-mir-465b-2	0.00	0	0
mmu-miR-465b-3p	0.00	mmu-mir-465b-2	0.00	0	0
mmu-miR-465c-5p	0.00	mmu-mir-465c-1	0.00	0	0
mmu-miR-465c-3p	0.00	mmu-mir-465c-1	0.00	0	0
mmu-miR-465c-5p	0.00	mmu-mir-465c-2	0.00	0	0
mmu-miR-465c-3p	0.00	mmu-mir-465c-2	0.00	0	0
mmu-miR-465d-5p	0.00	mmu-mir-465d	0.00	0	0
mmu-miR-465d-3p	0.00	mmu-mir-465d	0.00	0	0
mmu-miR-466a-5p	0.00	mmu-mir-466a	0.00	0	0
mmu-miR-466a-3p	0.00	mmu-mir-466a	0.00	0	0
mmu-miR-466b-5p	0.00	mmu-mir-466b-1	0.00	0	0
mmu-miR-466b-3p	0.00	mmu-mir-466b-1	0.00	0	0
mmu-miR-466b-5p	0.00	mmu-mir-466b-2	0.00	0	0
mmu-miR-466b-3p	0.00	mmu-mir-466b-2	0.00	0	0
mmu-miR-466b-5p	0.00	mmu-mir-466b-3	0.00	0	0
mmu-miR-466b-3p	0.00	mmu-mir-466b-3	0.00	0	0
mmu-miR-466b-5p	0.00	mmu-mir-466b-4	0.00	0	0
mmu-miR-466b-3p	0.00	mmu-mir-466b-4	0.00	0	0
mmu-miR-466b-5p	0.00	mmu-mir-466b-5	0.00	0	0
mmu-miR-466b-3p	0.00	mmu-mir-466b-5	0.00	0	0
mmu-miR-466b-5p	0.00	mmu-mir-466b-6	0.00	0	0
mmu-miR-466b-3p	0.00	mmu-mir-466b-6	0.00	0	0
mmu-miR-466b-5p	0.00	mmu-mir-466b-7	0.00	0	0
mmu-miR-466b-3p	0.00	mmu-mir-466b-7	0.00	0	0
mmu-miR-466b-5p	0.00	mmu-mir-466b-8	0.00	0	0
mmu-miR-466b-3p	0.00	mmu-mir-466b-8	0.00	0	0
mmu-miR-466c-5p	0.00	mmu-mir-466c-1	0.00	0	0
mmu-miR-466c-3p	0.00	mmu-mir-466c-1	0.00	0	0
mmu-miR-466c-5p	0.00	mmu-mir-466c-2	0.00	0	0
mmu-miR-466c-3p	0.00	mmu-mir-466c-2	0.00	0	0
mmu-miR-466c-5p	0.00	mmu-mir-466c-3	0.00	0	0
mmu-miR-466c-3p	0.00	mmu-mir-466c-3	0.00	0	0
mmu-miR-466d-5p	0.00	mmu-mir-466d	0.00	0	0
mmu-miR-466d-3p	0.00	mmu-mir-466d	0.00	0	0
mmu-miR-466e-5p	0.00	mmu-mir-466e	0.00	0	0
mmu-miR-466e-3p	0.00	mmu-mir-466e	0.00	0	0
mmu-miR-466f-5p	0.00	mmu-mir-466f-1	0.00	0	0
mmu-miR-466f-3p	0.00	mmu-mir-466f-1	0.00	0	0
mmu-miR-466f	0.00	mmu-mir-466f-1	0.00	0	0
mmu-miR-466f-5p	0.00	mmu-mir-466f-2	0.00	0	0
mmu-miR-466f-3p	1.00	mmu-mir-466f-2	1.00	1.00	307.50
mmu-miR-466f	0.00	mmu-mir-466f-2	0.00	0	0
mmu-miR-466f-5p	0.00	mmu-mir-466f-3	0.00	0	0
mmu-miR-466f-3p	0.00	mmu-mir-466f-3	0.00	0	0
mmu-miR-466f	0.00	mmu-mir-466f-3	0.00	0	0
mmu-miR-466f-5p	0.00	mmu-mir-466f-4	0.00	0	0
mmu-miR-466f	0.00	mmu-mir-466f-4	0.00	0	0
mmu-miR-466g	0.00	mmu-mir-466g	0.00	0	0
mmu-miR-466h-5p	0.00	mmu-mir-466h	0.00	0	0
mmu-miR-466h-3p	0.00	mmu-mir-466h	0.00	0	0
mmu-miR-466i-5p	0.00	mmu-mir-466i	0.00	0	0
mmu-miR-466i-5p	0.00	mmu-mir-466i	0.00	0	0
mmu-miR-466i-3p	0.00	mmu-mir-466i	0.00	0	0
mmu-miR-466j	0.00	mmu-mir-466j	0.00	0	0
mmu-miR-466k	0.00	mmu-mir-466k	0.00	0	0
mmu-miR-466l-5p	0.00	mmu-mir-466l	0.00	0	0
mmu-miR-466l-3p	0.00	mmu-mir-466l	0.00	0	0
mmu-miR-466m-5p	0.00	mmu-mir-466m	0.00	0	0
mmu-miR-466m-3p	0.00	mmu-mir-466m	0.00	0	0
mmu-miR-466n-5p	0.00	mmu-mir-466n	0.00	0	0
mmu-miR-466n-3p	0.00	mmu-mir-466n	0.00	0	0
mmu-miR-466o-5p	0.00	mmu-mir-466o	0.00	0	0
mmu-miR-466o-3p	0.00	mmu-mir-466o	0.00	0	0
mmu-miR-466p-5p	0.00	mmu-mir-466p	0.00	0	0
mmu-miR-466p-3p	0.00	mmu-mir-466p	0.00	0	0
mmu-miR-466q	0.00	mmu-mir-466q	0.00	0	0
mmu-miR-467a-5p	0.00	mmu-mir-467a-1	0.00	0	0
mmu-miR-467a-3p	0.00	mmu-mir-467a-1	0.00	0	0
mmu-miR-467a-5p	0.00	mmu-mir-467a-10	0.00	0	0
mmu-miR-467a-3p	0.00	mmu-mir-467a-10	0.00	0	0
mmu-miR-467a-5p	0.00	mmu-mir-467a-2	0.00	0	0
mmu-miR-467a-3p	0.00	mmu-mir-467a-2	0.00	0	0
mmu-miR-467a-5p	0.00	mmu-mir-467a-3	0.00	0	0
mmu-miR-467a-3p	0.00	mmu-mir-467a-3	0.00	0	0
mmu-miR-467a-5p	0.00	mmu-mir-467a-4	0.00	0	0
mmu-miR-467a-3p	0.00	mmu-mir-467a-4	0.00	0	0
mmu-miR-467a-5p	0.00	mmu-mir-467a-5	0.00	0	0
mmu-miR-467a-3p	0.00	mmu-mir-467a-5	0.00	0	0
mmu-miR-467a-5p	0.00	mmu-mir-467a-6	0.00	0	0
mmu-miR-467a-3p	0.00	mmu-mir-467a-6	0.00	0	0
mmu-miR-467a-5p	0.00	mmu-mir-467a-7	0.00	0	0
mmu-miR-467a-3p	0.00	mmu-mir-467a-7	0.00	0	0
mmu-miR-467a-5p	0.00	mmu-mir-467a-8	0.00	0	0
mmu-miR-467a-3p	0.00	mmu-mir-467a-8	0.00	0	0
mmu-miR-467a-5p	0.00	mmu-mir-467a-9	0.00	0	0
mmu-miR-467a-3p	0.00	mmu-mir-467a-9	0.00	0	0
mmu-miR-467b-5p	0.00	mmu-mir-467b	0.00	0	0
mmu-miR-467b-3p	0.00	mmu-mir-467b	0.00	0	0
mmu-miR-467c-5p	0.00	mmu-mir-467c	0.00	0	0
mmu-miR-467c-3p	0.00	mmu-mir-467c	0.00	0	0
mmu-miR-467d-5p	0.00	mmu-mir-467d	0.00	0	0
mmu-miR-467d-3p	0.00	mmu-mir-467d	0.00	0	0
mmu-miR-467e-5p	0.00	mmu-mir-467e	0.00	0	0
mmu-miR-467e-3p	0.00	mmu-mir-467e	0.00	0	0
mmu-miR-467f	0.00	mmu-mir-467f	0.00	0	0
mmu-miR-467g	0.00	mmu-mir-467g	0.00	0	0
mmu-miR-467h	0.00	mmu-mir-467h	0.00	0	0
mmu-miR-468-5p	0.00	mmu-mir-468	0.00	0	0
mmu-miR-468-3p	0.00	mmu-mir-468	0.00	0	0
mmu-miR-470-5p	0.00	mmu-mir-470	0.00	0	0
mmu-miR-470-3p	0.00	mmu-mir-470	0.00	0	0
mmu-miR-471-5p	0.00	mmu-mir-471	0.00	0	0
mmu-miR-471-3p	0.00	mmu-mir-471	0.00	0	0
mmu-miR-483-5p	1.00	mmu-mir-483	1.00	1.00	307.50
mmu-miR-483-3p	0.00	mmu-mir-483	0.00	0	0
mmu-miR-484	0.00	mmu-mir-484	0.00	0	0
mmu-miR-485-5p	0.00	mmu-mir-485	0.00	0	0
mmu-miR-485-3p	0.00	mmu-mir-485	0.00	0	0
mmu-miR-486a-5p	0.00	mmu-mir-486a	0.00	0	0
mmu-miR-486a-3p	0.00	mmu-mir-486a	0.00	0	0
mmu-miR-486b-5p	0.00	mmu-mir-486b	0.00	0	0
mmu-miR-486b-3p	0.00	mmu-mir-486b	0.00	0	0
mmu-miR-487b-5p	0.00	mmu-mir-487b	0.00	0	0
mmu-miR-487b-3p	0.00	mmu-mir-487b	0.00	0	0
mmu-miR-488-5p	0.00	mmu-mir-488	0.00	0	0
mmu-miR-488-3p	0.00	mmu-mir-488	0.00	0	0
mmu-miR-489-5p	0.00	mmu-mir-489	0.00	0	0
mmu-miR-489-3p	0.00	mmu-mir-489	0.00	0	0
mmu-miR-490-5p	0.00	mmu-mir-490	0.00	0	0
mmu-miR-490-3p	0.00	mmu-mir-490	0.00	0	0
mmu-miR-491-5p	0.00	mmu-mir-491	0.00	0	0
mmu-miR-491-3p	0.00	mmu-mir-491	0.00	0	0
mmu-miR-493-5p	0.00	mmu-mir-493	0.00	0	0
mmu-miR-493-3p	0.00	mmu-mir-493	0.00	0	0
mmu-miR-494-5p	0.00	mmu-mir-494	0.00	0	0
mmu-miR-494-3p	0.00	mmu-mir-494	0.00	0	0
mmu-miR-495-5p	0.00	mmu-mir-495	0.00	0	0
mmu-miR-495-3p	0.00	mmu-mir-495	0.00	0	0
mmu-miR-496a-5p	0.00	mmu-mir-496a	0.00	0	0
mmu-miR-496a-3p	0.00	mmu-mir-496a	0.00	0	0
mmu-miR-496b	0.00	mmu-mir-496b	0.00	0	0
mmu-miR-497a-5p	1.00	mmu-mir-497a	1.00	1.00	307.50
mmu-miR-497a-3p	0.00	mmu-mir-497a	0.00	0	0
mmu-miR-497b	0.00	mmu-mir-497b	0.00	0	0
mmu-miR-499-5p	0.00	mmu-mir-499	0.00	0	0
mmu-miR-499-3p	0.00	mmu-mir-499	0.00	0	0
mmu-miR-500-5p	0.00	mmu-mir-500	0.00	0	0
mmu-miR-500-3p	0.00	mmu-mir-500	0.00	0	0
mmu-miR-501-5p	0.00	mmu-mir-501	0.00	0	0
mmu-miR-501-3p	0.00	mmu-mir-501	0.00	0	0
mmu-miR-503-5p	0.00	mmu-mir-503	0.00	0	0
mmu-miR-503-3p	0.00	mmu-mir-503	0.00	0	0
mmu-miR-504-5p	0.00	mmu-mir-504	0.00	0	0
mmu-miR-504-3p	0.00	mmu-mir-504	0.00	0	0
mmu-miR-5046	0.00	mmu-mir-5046	0.00	0	0
mmu-miR-505-5p	0.00	mmu-mir-505	0.00	0	0
mmu-miR-505-3p	0.00	mmu-mir-505	0.00	0	0
mmu-miR-509-5p	0.00	mmu-mir-509	0.00	0	0
mmu-miR-509-3p	0.00	mmu-mir-509	0.00	0	0
mmu-miR-5098	0.00	mmu-mir-5098	0.00	0	0
mmu-miR-5099	10.00	mmu-mir-5099	10.00	10.00	3075.03
mmu-miR-5100	0.00	mmu-mir-5100	0.00	0	0
mmu-miR-5101	0.00	mmu-mir-5101	0.00	0	0
mmu-miR-5103	0.00	mmu-mir-5103	0.00	0	0
mmu-miR-5104	0.00	mmu-mir-5104	0.00	0	0
mmu-miR-5104b-5p	0.00	mmu-mir-5104b	0.00	0	0
mmu-miR-5106	0.00	mmu-mir-5106	0.00	0	0
mmu-miR-5107-5p	0.00	mmu-mir-5107	0.00	0	0
mmu-miR-5107-3p	0.00	mmu-mir-5107	0.00	0	0
mmu-miR-5108	0.00	mmu-mir-5108	0.00	0	0
mmu-miR-511-5p	0.00	mmu-mir-511	0.00	0	0
mmu-miR-511-3p	0.00	mmu-mir-511	0.00	0	0
mmu-miR-5110	1.00	mmu-mir-5110	1.00	1.00	307.50
mmu-miR-5112	0.00	mmu-mir-5112	0.00	0	0
mmu-miR-5113	0.00	mmu-mir-5113	0.00	0	0
mmu-miR-5114	0.00	mmu-mir-5114	0.00	0	0
mmu-miR-5116	0.00	mmu-mir-5116	0.00	0	0
mmu-miR-5118	0.00	mmu-mir-5118	0.00	0	0
mmu-miR-5119	9.00	mmu-mir-5119	9.00	9.00	2767.53
mmu-miR-5120	0.00	mmu-mir-5120	0.00	0	0
mmu-miR-5121	0.00	mmu-mir-5121	0.00	0	0
mmu-miR-5122	0.00	mmu-mir-5122	0.00	0	0
mmu-miR-5123	0.00	mmu-mir-5123	0.00	0	0
mmu-miR-5123	0.00	mmu-mir-5123	0.00	0	0
mmu-miR-5124a	0.00	mmu-mir-5124a	0.00	0	0
mmu-miR-5124b	0.00	mmu-mir-5124b	0.00	0	0
mmu-miR-5125	0.00	mmu-mir-5125	0.00	0	0
mmu-miR-5126	0.00	mmu-mir-5126	0.00	0	0
mmu-miR-5127	0.00	mmu-mir-5127	0.00	0	0
mmu-miR-5128	0.00	mmu-mir-5128	0.00	0	0
mmu-miR-5129-5p	0.00	mmu-mir-5129	0.00	0	0
mmu-miR-5129-3p	0.00	mmu-mir-5129	0.00	0	0
mmu-miR-5130	0.00	mmu-mir-5130	0.00	0	0
mmu-miR-5131	0.00	mmu-mir-5131	0.00	0	0
mmu-miR-5132-5p	0.00	mmu-mir-5132	0.00	0	0
mmu-miR-5132-3p	0.00	mmu-mir-5132	0.00	0	0
mmu-miR-5133	0.00	mmu-mir-5133	0.00	0	0
mmu-miR-5134-5p	0.00	mmu-mir-5134	0.00	0	0
mmu-miR-5134-3p	0.00	mmu-mir-5134	0.00	0	0
mmu-miR-5135	0.00	mmu-mir-5135	0.00	0	0
mmu-miR-5136	0.00	mmu-mir-5136	0.00	0	0
mmu-miR-532-5p	1.00	mmu-mir-532	1.00	1.00	307.50
mmu-miR-532-3p	0.00	mmu-mir-532	0.00	0	0
mmu-miR-539-5p	0.00	mmu-mir-539	0.00	0	0
mmu-miR-539-3p	0.00	mmu-mir-539	0.00	0	0
mmu-miR-540-5p	0.00	mmu-mir-540	0.00	0	0
mmu-miR-540-3p	0.00	mmu-mir-540	0.00	0	0
mmu-miR-541-5p	0.00	mmu-mir-541	0.00	0	0
mmu-miR-541-3p	0.00	mmu-mir-541	0.00	0	0
mmu-miR-542-5p	0.00	mmu-mir-542	0.00	0	0
mmu-miR-542-3p	0.00	mmu-mir-542	0.00	0	0
mmu-miR-543-5p	0.00	mmu-mir-543	0.00	0	0
mmu-miR-543-3p	0.00	mmu-mir-543	0.00	0	0
mmu-miR-544-5p	0.00	mmu-mir-544	0.00	0	0
mmu-miR-544-3p	0.00	mmu-mir-544	0.00	0	0
mmu-miR-546	0.00	mmu-mir-546	0.00	0	0
mmu-miR-547-5p	0.00	mmu-mir-547	0.00	0	0
mmu-miR-547-3p	0.00	mmu-mir-547	0.00	0	0
mmu-miR-551b-5p	0.00	mmu-mir-551b	0.00	0	0
mmu-miR-551b-3p	0.00	mmu-mir-551b	0.00	0	0
mmu-miR-5615-5p	0.00	mmu-mir-5615-1	0.00	0	0
mmu-miR-5615-3p	0.00	mmu-mir-5615-1	0.00	0	0
mmu-miR-5615-5p	0.00	mmu-mir-5615-2	0.00	0	0
mmu-miR-5615-3p	0.00	mmu-mir-5615-2	0.00	0	0
mmu-miR-5616-5p	0.00	mmu-mir-5616	0.00	0	0
mmu-miR-5616-3p	0.00	mmu-mir-5616	0.00	0	0
mmu-miR-5617-5p	0.00	mmu-mir-5617	0.00	0	0
mmu-miR-5617-3p	0.00	mmu-mir-5617	0.00	0	0
mmu-miR-5618-5p	0.00	mmu-mir-5618	0.00	0	0
mmu-miR-5618-3p	0.00	mmu-mir-5618	0.00	0	0
mmu-miR-5619-5p	0.00	mmu-mir-5619	0.00	0	0
mmu-miR-5619-3p	0.00	mmu-mir-5619	0.00	0	0
mmu-miR-5620-5p	0.00	mmu-mir-5620	0.00	0	0
mmu-miR-5620-3p	0.00	mmu-mir-5620	0.00	0	0
mmu-miR-5621-5p	0.00	mmu-mir-5621	0.00	0	0
mmu-miR-5621-3p	0.00	mmu-mir-5621	0.00	0	0
mmu-miR-5622-5p	0.00	mmu-mir-5622	0.00	0	0
mmu-miR-5622-3p	0.00	mmu-mir-5622	0.00	0	0
mmu-miR-5623-5p	0.00	mmu-mir-5623	0.00	0	0
mmu-miR-5623-3p	0.00	mmu-mir-5623	0.00	0	0
mmu-miR-5624-5p	0.00	mmu-mir-5624	0.00	0	0
mmu-miR-5624-3p	0.00	mmu-mir-5624	0.00	0	0
mmu-miR-5625-5p	0.00	mmu-mir-5625	0.00	0	0
mmu-miR-5625-3p	0.00	mmu-mir-5625	0.00	0	0
mmu-miR-5626-5p	0.00	mmu-mir-5626	0.00	0	0
mmu-miR-5626-3p	0.00	mmu-mir-5626	0.00	0	0
mmu-miR-5627-5p	0.00	mmu-mir-5627	0.00	0	0
mmu-miR-5627-3p	0.00	mmu-mir-5627	0.00	0	0
mmu-miR-568	0.00	mmu-mir-568	0.00	0	0
mmu-miR-5709-5p	0.00	mmu-mir-5709	0.00	0	0
mmu-miR-5709-3p	0.00	mmu-mir-5709	0.00	0	0
mmu-miR-5710	0.00	mmu-mir-5710	0.00	0	0
mmu-miR-574-5p	0.00	mmu-mir-574	0.00	0	0
mmu-miR-574-3p	0.00	mmu-mir-574	0.00	0	0
mmu-miR-582-5p	0.00	mmu-mir-582	0.00	0	0
mmu-miR-582-3p	0.00	mmu-mir-582	0.00	0	0
mmu-miR-590-5p	0.00	mmu-mir-590	0.00	0	0
mmu-miR-590-3p	0.00	mmu-mir-590	0.00	0	0
mmu-miR-592-5p	0.00	mmu-mir-592	0.00	0	0
mmu-miR-592-3p	0.00	mmu-mir-592	0.00	0	0
mmu-miR-598-5p	0.00	mmu-mir-598	0.00	0	0
mmu-miR-598-3p	0.00	mmu-mir-598	0.00	0	0
mmu-miR-599	0.00	mmu-mir-599	0.00	0	0
mmu-miR-615-5p	0.00	mmu-mir-615	0.00	0	0
mmu-miR-615-3p	0.00	mmu-mir-615	0.00	0	0
mmu-miR-6236	0.00	mmu-mir-6236	0.00	0	0
mmu-miR-6237	0.00	mmu-mir-6237	0.00	0	0
mmu-miR-6238	0.00	mmu-mir-6238	0.00	0	0
mmu-miR-6239	11.00	mmu-mir-6239	11.00	11.00	3382.53
mmu-miR-6240	20.00	mmu-mir-6240	20.00	20.00	6150.06
mmu-miR-6241	0.00	mmu-mir-6241	0.00	0	0
mmu-miR-6244	0.00	mmu-mir-6244	0.00	0	0
mmu-miR-6335	0.00	mmu-mir-6335	0.00	0	0
mmu-miR-6336	0.00	mmu-mir-6336	0.00	0	0
mmu-miR-6337	0.00	mmu-mir-6337	0.00	0	0
mmu-miR-6338	0.00	mmu-mir-6338	0.00	0	0
mmu-miR-6339	0.00	mmu-mir-6339	0.00	0	0
mmu-miR-6340	0.00	mmu-mir-6340	0.00	0	0
mmu-miR-6341	0.00	mmu-mir-6341	0.00	0	0
mmu-miR-6342	0.00	mmu-mir-6342	0.00	0	0
mmu-miR-6343	0.00	mmu-mir-6343	0.00	0	0
mmu-miR-6344	0.00	mmu-mir-6344	0.00	0	0
mmu-miR-6345	0.00	mmu-mir-6345	0.00	0	0
mmu-miR-6346	0.00	mmu-mir-6346	0.00	0	0
mmu-miR-6347	0.00	mmu-mir-6347	0.00	0	0
mmu-miR-6348	0.00	mmu-mir-6348	0.00	0	0
mmu-miR-6349	0.00	mmu-mir-6349	0.00	0	0
mmu-miR-6350	0.00	mmu-mir-6350	0.00	0	0
mmu-miR-6351	0.00	mmu-mir-6351	0.00	0	0
mmu-miR-6352	0.00	mmu-mir-6352	0.00	0	0
mmu-miR-6353	0.00	mmu-mir-6353	0.00	0	0
mmu-miR-6354	0.00	mmu-mir-6354	0.00	0	0
mmu-miR-6355	0.00	mmu-mir-6355	0.00	0	0
mmu-miR-6356	0.00	mmu-mir-6356	0.00	0	0
